id,word
79,of in <eos> and for or from a charge to <unk> gain $ by on loss N shares increase 's

80,<eos> and of <unk> to in for by a 's with N as company the business from on is which

81,'s <eos> and <unk> a said in of the to co. corp. for which is inc. has & will by

82,<unk> $ new N company group year of unit major u.s. series additional interview first number computer spokesman a the

83,of <eos> said and <unk> president in at officer executive for vice chairman chief who is was 's to has

84,<unk> the a its other chief N an <eos> in and as mr. it to inc. new co. about said

85,<unk> the a its <eos> in other to and N as of $ an their about it more for by

86,the <unk> N a its $ an new other this his their <eos> american u.s. in and about it which

87,to by <eos> a and in of <unk> the as for with at N an that on 's said its

88,the a N <unk> august its an september new addition $ this london u.s. his july recent japan two boston

89,said 's <unk> a <eos> N is was the has says and an will in had that who to also

90,<unk> lee gorbachev 's and <eos> s. bush & N guber baker peters j. r. a. e. rowe m. h.

91,<eos> and in <unk> the a to of is 's for with at but by on which as said that

92,<unk> of <eos> N 's and the is in a spokesman new group company for to was board year first

93,the a <unk> N an his its new this mr. <eos> which in of one american $ addition and it

94,of <unk> group <eos> and company is in 's system has said industry union for was will executive firm maker

95,of <eos> and to in for <unk> is that will by on from with would the has 's was or

96,a <unk> the <eos> an n't in to by said that been named it was N is has made of

97,<eos> and 's <unk> N york in said the of corp. to which for city is inc. a with express

98,of to in <eos> for <unk> by on that and with is a the as at was said from will

99,N $ <unk> the a of <eos> to and in for shares from its more an about at with new

100,the of a <eos> in to for <unk> it as on from by that and up with at N he

101,company u.s. <unk> first new third market N stock latest world past same sale quarter end federal board second next

102,of <eos> and <unk> in is said 's for the company group which a that to co. inc. was has

103,the a <unk> an its N <eos> mr. it to in that $ by this and his he one some

104,<unk> company u.s. new the first federal board a most government state soviet same of two market world bank plan

105,of to <eos> in for <unk> and that as on the from by is with a are or will but

106,to <eos> as a in <unk> by the of for and that with on at much up it well more

107,<eos> of year 's earlier week and to quarter in N month for ended ago after from with that was

108,N <eos> million and to <unk> billion in the a from 's cents of on with years by for at

109,the N a $ its <unk> september an august this new his their all july about other last addition #

110,york N stock <eos> trading and <unk> year new first u.s. 's next jersey to of a company the third

111,<eos> a the N to <unk> in and as with by for at of more on from about its than

112,the N a $ least <unk> an its <eos> this new about 's all his which mr. par last at

113,the <eos> to for <unk> a and in that N from on with of its it by about mr. at

114,n't be to have not do want <unk> a the get been it <eos> make expect that know sell much

115,the <unk> a its N other <eos> their an in $ to and about as more it all new those

116,<eos> to the for a and in that <unk> by with N said from it its corp. of on 's

117,than of N $ the <eos> a to in with as at <unk> from for year on more about by

118,N million the <unk> cents <eos> a in to and billion of from by $ at for shares on tons

119,company u.s. <unk> first year new market third N stock latest same past dollar next end sale world quarter second

120,of <unk> are as companies <eos> other and in than the investors analysts were weeks years to months people a

121,<eos> and for in to of is 's that will <unk> from would on are with the rates by has

122,to the <eos> a up in for their on out by from with its be that any and <unk> into

123,of <unk> <eos> in and to N for company market on the group a with is by from that business

124,N the <unk> <eos> in a and to of but million for by at from on it mr. with 's

125,<unk> <eos> 's and said of in the a & is who says has a. gorbachev lee was mr. also

126,<eos> of in and from for a to or on by <unk> gain $ bid charge N loss last which

127,of income <eos> in for and to from on profit $ was at <unk> by rose a with N loss

128,<eos> it the that he mr. in to and for a they with said <unk> but at its of we

129,and <eos> of in for is to 's will are <unk> which was at the from said has by a

130,N <eos> <unk> and the in 's to a of by at as for but is on with from said

131,the <eos> a to and <unk> in for its by N from their up of that on at out with

132,than of the a <unk> N $ in as <eos> to more about its for from at and are other

133,to <eos> in by and the for of on from at <unk> a N that with as than but up

134,income of <eos> in for and from to profit rose on was at fell <unk> by sales $ is N

135,<unk> said chairman a the president 's chief N has was and who is of <eos> an & vice d.

136,be the <unk> sell a make have to buy N take pay get $ n't its help continue give do

137,and <eos> of in for <unk> 's to group bank said is which company a corp. trust the securities has

138,<eos> and in to for <unk> of on as by are from with that the a at have or said

139,<eos> germany <unk> the 's and N a german europe in to america stock of airlines new u.s. companies american

140,n't to have do be want not <eos> know think 're that 've get can expect it the a see

141,the a <unk> to that in of <eos> is for as about and on an it with by mr. more

142,a the <eos> N to in of <unk> by and with up an for at it on as that mr.

143,<unk> the other a <eos> and of companies as in to people are business u.s. their such products N new

144,the <unk> <eos> and in a of to its as N by other for that on with from at is

145,<eos> 's N edt and the but least trading at yesterday after monday <unk> when says with which in jones

146,<eos> and <unk> 's said the a to N for in corp. of inc. which is that will co. operations

147,the N a <unk> $ its their an other new this about all <eos> his in u.s. those more any

148,<eos> of in for to and <unk> that on the as but is with by a at from he market

149,than of the in to a <eos> $ <unk> as N for by from with more its on that about

150,<eos> to in and that for are on with have by of as from the at <unk> say said were

151,<unk> year N $ new share company loss major total lot record number additional big price first stock the sale

152,the a N <unk> <eos> it an its this mr. in to his some he their that all they last

153,the <unk> a <eos> other its in as to their an and by that it mr. some about they N

154,<eos> the in and a N to <unk> of but from for million on by or it at mr. as

155,N $ <unk> a of the shares common to its and for <eos> about new in from at # yield

156,to <eos> that for in with and by a at of the <unk> on as said about it 's is

157,the <eos> to <unk> a for and that in with mr. it on of from N about by its but

158,the a <eos> <unk> to their in and for its more with as that N an by about from on

159,to <eos> that the it <unk> a in we much says not he they out with going for as i

160,the a <unk> N its an their this his other $ mr. all those some new <eos> in it one

161,<eos> in to of and for the on that as by from with rates at <unk> a than is prices

162,<unk> new the lot company major N big u.s. $ a year analyst additional good recession number former small federal

163,<unk> lot good few new year very recession major <eos> of own bit more share way time the a additional

164,the $ N a its <unk> an new other about this august september their those u.s. all japan # his

165,to <eos> in for the of and from <unk> N a that by on at were have with will $

166,be have to n't the continue a <unk> <eos> take make remain pay sell buy it N not help come

167,the a <unk> its N to his an their by this <eos> in other new $ u.s. of and that

168,<unk> <eos> said company and 's group unit angeles of firm calif. maker francisco N in spokesman is office area

169,of <unk> is 's <eos> and to will in was company group has N that the for would market are

170,<unk> the new year of N a <eos> $ in u.s. to company major for week and time first more

171,<unk> and of <eos> the business new own u.s. N company in debt operations to a first companies market for

172,the <unk> a is it n't been that will would they mr. he was has its also not an said

173,the a <eos> to <unk> it in that mr. for its he and on with by an of this N

174,to <eos> the a <unk> that it in as much out with for and not they of we into he

175,<unk> <eos> to the a of that in as much it with he they for is by and on not

176,than of <eos> the to <unk> in a as for by and with that on more from are at it

177,<unk> new lot major number u.s. the N company good big small few $ result year computer of very a

178,the <eos> <unk> that to in a of for on and as by it mr. with from he about they

179,the a N <unk> $ least its an <eos> about new all this his par their which 's in one

180,<eos> to the for in a that and 's N $ from with <unk> of at about it on said

181,to <eos> and <unk> of in by for with express the N at a as 's companies on business operations

182,the a N <unk> <eos> its in this an new of and $ to mr. which september last his august

183,been the a n't <unk> it expected its an also made agreed will that said had no has not is

184,the a <eos> to in up <unk> for N out from their by on its and with more as of

185,of quarter <unk> <eos> N year to in for earlier and time period few series plan contract on month with

186,the <unk> a be N to their sell make <eos> get its buy pay $ an his have any all

187,to n't the have be not <unk> <eos> do that a it want they in get are know you for

188,<unk> of N <eos> in and to for the on a that with stake from by market or 's but

189,<unk> u.s. company new market first world past stock same N the most dollar third next big soviet end federal

190,<eos> to that in the is he and of it for mr. they 's on with will as <unk> would

191,N the a $ least <unk> its <eos> an about new all par 's this at to monday stock in

192,of <eos> to in is for and <unk> was that 's will on with would from plan by has company

193,be to n't have <unk> the not <eos> a make would it take do in that continue get will pay

194,<unk> new N $ company major the u.s. year lot number former a of federal big first group computer state

195,<unk> the a new company <eos> N of first u.s. to and board largest president that is in group 's

196,to <eos> in the that for of and is a with on will <unk> from by would 's it have

197,<eos> and to in by have are <unk> of for who 's with ' the said that were will officials

198,<eos> and in of for to with the on a that by is from but at which was will <unk>

199,the a it <eos> he mr. of <unk> they that in to is was we as there been year an

200,the N <unk> a $ its least an about his all this new par their one it mr. which said

201,the N <unk> a $ its an his new this other of <eos> their two u.s. to in american all

202,be have the to <unk> n't a <eos> continue it make is take not N in would help do pay

203,of <unk> <eos> and N in to company for market $ union by a will 's business is shares group

204,york <unk> stock <eos> and new to a company the of business trading in jersey N products corp. for which

205,<unk> company of the is unit board new group a N and first has offering which will was <eos> bank

206,<eos> and <unk> 's to of in companies for business with operations by express a the markets airlines bank as

207,<unk> company u.s. new first world same market soviet the federal state stock N most government nation bank board end

208,the <unk> <eos> a to and in of for as by their its N with from on business such an

209,<unk> to is of <eos> the and 's has will in was for a that would N said plan also

210,<eos> in of from and for a to or on the by N <unk> with $ last at up that

211,<unk> a the n't <eos> it N expected year of an is in $ that was one not to he

212,to be have a the <unk> in for by <eos> n't that it not up as on make get from

213,<eos> in a of to and the <unk> by from for as with N on than that $ its at

214,the be <unk> a N sell make have to buy $ take pay its get <eos> it their continue help

215,says said <eos> <unk> is a was in has the and to 's had will of he as would with

216,<eos> to and in for the of with <unk> as by on from a that or but than such at

217,the a <unk> N its an new this their september his <eos> august mr. u.s. $ japan other all in

218,<unk> and <eos> in of the to a as is for have are will 's N by that which has

219,the $ N a its <unk> an new about this august september other # their all revenue those sales more

220,<eos> <unk> and N in to the 's of a inc. & for corp. million products securities by with said

221,N million <eos> <unk> and the in to of a billion for from by on $ its but with that

222,N $ <unk> a the <eos> shares and of to its from in about new common for more at an

223,<unk> been a <eos> of in the n't are were said by to $ N expected have sold at also

224,<eos> and in to of for <unk> by a the from on at with said as which 's corp. that

225,a in of <eos> N from the and to $ <unk> for or on tons by shares million francs at

226,<eos> in of for and to on that <unk> is with from the at by as a was but which

227,N $ the a yield to <eos> its <unk> be an buy from sell about close comment # in for

228,N $ of <unk> a shares the to for common and in gain more company new loss offer half about

229,<eos> to and in <unk> a for of by the with as 's inc. is corp. on said that which

230,to the <unk> a <eos> in by for that its of and as on it from N with an about

231,been the a <unk> n't it its <eos> an that agreed he mr. said will expected made in to has

232,to a <eos> the by up out in for <unk> into as off with more it that on have back

233,the <eos> <unk> and a in its to markets of for their that from 's business about N by with

234,<unk> u.s. new the own company first a market world same next of <eos> most end way soviet time state

235,<unk> n't be have the to a not do make are it <eos> that is of can will in sell

236,<unk> u.s. company first new N past world same third federal state the soviet two $ latest end most market

237,<unk> new lot major N $ the number company u.s. year a few good special very former small of result

238,<eos> and in is of the <unk> which that for 's was but said as on he with inc. has

239,<unk> a the president <eos> chairman said and of who chief 's in is an N has to was &

240,<unk> N of sales the and $ for in new earnings profit a <eos> u.s. to its income by first

241,be the sell <unk> a buy make pay to get take have N its their keep continue $ use give

242,<unk> n't a the expected <eos> not is in being it that to of likely an $ as also been

243,in the <eos> of but and for on N to from than by profit if <unk> because at sales prices

244,of <eos> in and for from to on is was as that with or at will are because by <unk>

245,been <unk> the n't a have are will had expected of in were made to also said it not <eos>

246,<eos> in of and the to as for by on with <unk> but a at from that than are because

247,<eos> and 's <unk> in to of the a is for said that as with or which at on will

248,the a N <unk> its this an september august <eos> their new in all u.s. some last $ two mr.

249,of officer executive and said <eos> vice for <unk> 's in president director at chairman is to group has operating

250,of <eos> in to and <unk> the for as that with is on a it by he from are will

251,'s said of is has and will <eos> was <unk> had in to also would which for reported a that

252,the a <unk> N its an his $ <eos> mr. new their this of in to other example all u.s.

253,<unk> the a <eos> of in to and as N an by that other is mr. for its it more

254,of company <unk> group union 's bank and plan market business industry <eos> unit in venture companies government buy-out oil

255,'s <eos> said and a of in to <unk> corp. the which is has for will reported was co. inc.

256,year <unk> share N $ of new price loss <eos> a few lot month in day for number bid series

257,N than of the $ a <unk> <eos> in more as about half to its at and from are for

258,N <eos> and to in <unk> the by a at of for as 's million with from on but up

259,the <unk> a N its new $ other an u.s. american this their his those japan two september business all

260,the <unk> <eos> a of and in to N for by as from with its on at their about more

261,<eos> in the of to and for <unk> a by on but from N that with as it after at

262,<eos> and <unk> of in a the N to for as at is 's by which on from that prices

263,<unk> u.s. company new first year N market same world third next the end past stock most second big federal

264,<eos> and <unk> the in to a that said for as 's by is of it will mr. with are

265,<eos> of a in N to for from and $ on <unk> earlier up or at down share year with

266,be have to n't the continue sell a buy make pay <unk> take get <eos> not come help remain give

267,& 's <eos> <unk> inc. said and lynch brothers co. stanley inc corp. lambert says at group capital sachs is

268,a <unk> the n't be able been to much not expected used have sold in it <eos> as they by

269,<unk> a the n't be <eos> been able to not have much in as it used they sold expected that

270,of <eos> in and for to from <unk> the a on by as or that with is will $ at

271,N $ of <unk> <eos> a for and in to the from shares on million at with bid gain year

272,<eos> and in of for to from by on the with <unk> or as that a at is but rates

273,of to <eos> in for <unk> on with that a as the and is from year by it at time

274,the a <unk> be sell to N its buy $ make pay have their an get take <eos> comment any

275,be the sell <unk> a make buy pay to have N its $ take n't get continue acquire help comment

276,of <eos> for in to and on was is from that will <unk> would with by rate market at N

277,than of <eos> in the as to for with a on <unk> and that by at from is it they

278,<eos> is of and in the that was <unk> for said will mr. 's has which on he but would

279,the <unk> a N $ least an its is 's his new this mr. said about all <eos> it one

280,'s of said <eos> is and has was will to in had <unk> would also for that which a reported

281,be the <unk> a have make to N take sell n't get not do help its it buy pay is

282,<unk> <eos> of and the in debt market to own new for company N business sales u.s. a prices stock

283,<unk> year N $ the new a major of share more additional for u.s. <eos> company to in its special

284,the be <unk> a N to $ sell make have get <eos> buy their its pay it all an take

285,the a N <unk> its their his this an other mr. <eos> new all $ in u.s. those some american

286,year <eos> N of <unk> the week in month a $ to is time for and on that with more

287,the a <unk> N <eos> to an in its his mr. of it $ and by he as this is

288,<eos> and the <unk> in a to N of for by from but on 's with mr. at it that

289,the <unk> a N its new an <eos> this $ his which mr. in american u.s. september and of august

290,<unk> company u.s. new first N market stock the sale end same federal next third $ most world dollar second

291,<unk> of <eos> in the and a to as companies by company business new for N u.s. market on than

292,<eos> said and 's of in a corp. which is <unk> the to co. has inc. reported for will company

293,<unk> new year N $ major company lot the big u.s. market share recession number additional stock price a few

294,<unk> the a N its $ an new is has chief 's will which <eos> japan american co. inc. agreed

295,<eos> the <unk> it mr. that he in a and said for but we to is they 's of with

296,<eos> and in of for to <unk> the as a with from by on that at is which or will

297,<unk> and <eos> of 's company co. group in inc. corp. is unit which a the business said companies new

298,the a <unk> its N an $ new other his it u.s. this mr. their two about in of all

299,the <unk> a <eos> it to they that in is he of mr. as will n't would been its have

300,to in by for the <eos> a and of from its that with on <unk> N as $ at about

301,N the <eos> to a and in <unk> $ from with for this its at 's on last by year

302,<eos> the a and in to <unk> N mr. he at said by with for an which it of says

303,<eos> and to of in for said by a at the with that <unk> N from who 's will on

304,<unk> company u.s. new first market world N stock sale the same third federal past most soviet next end two

305,<eos> of and said in for to that will 's <unk> is by ' has had who are the with

306,<eos> to in a by the for with of and on up from as at <unk> that N but or

307,<unk> <eos> a of own the and in new says to for as u.s. first with on up N out

308,<eos> to the in a <unk> and by for N of with that on as but it from at mr.

309,'s <eos> and in to for is with of said that by has the will a <unk> on which from

310,be the sell <unk> a buy N make $ pay to its take get have comment continue acquire their help

311,been <unk> the n't a have are to <eos> of in as that made they will not it by had

312,<eos> and in of <unk> the to N a for by from on 's but with at that as is

313,the mr. <unk> a it but in he <eos> that we this to and i for they by some N

314,the a <unk> its other N their an new his more some in u.s. mr. as $ this of it

315,<eos> of and in with <unk> for to by on as that the are but is at a he mr.

316,the a to its <unk> their in <eos> by for N up from an any on $ them that more

317,<eos> the of in and year to <unk> N years a with for last from but on by next as

318,the <eos> to in a for that of by and <unk> on with from it as mr. this its but

319,to <eos> the in that a for on with by and it from its mr. but have their of <unk>

320,<eos> of and in for to the by on is that <unk> will was from with would are a at

321,the N a its <unk> $ september this an new august their other about those all his in u.s. japan

322,company u.s. N third first year <unk> new sale $ quarter latest market second stock end year-earlier same previous federal

323,<eos> and in to of for <unk> said is that are will corp. 's ' inc. which on co. a

324,<unk> of <eos> in and the to as for than by companies a with on that business from growth new

325,<eos> in of and to a the <unk> from N for million on by or with but that as at

326,in <eos> of to and the by for a from N <unk> on that with at as its $ is

327,<eos> the and <unk> in but mr. a of to it he for N by at as that on 's

328,N $ the a its about <eos> <unk> of more in an from to it all than for that with

329,N the $ a <unk> <eos> its about of in it to more an this and that mr. for from

330,<eos> and <unk> in of to for 's are is as by that said the ' from on a will

331,<unk> company u.s. first new N third world past same year federal market stock latest sale the $ end state

332,in <eos> of to and for on from the that by <unk> a with is at but N was as

333,of <unk> <eos> to in as the a and for on are by that with from than other people have

334,<unk> are of n't have <eos> to been a in the as used and were not be by that will

335,<eos> in to for the of that a on and by from with said at is was were <unk> as

336,million billion a N <eos> to from in and an on cents each for of up the $ down or

337,<unk> analyst new company interview group $ unit vice N of spokesman director former boston executive statement major subsidiary chairman

338,in of <eos> to for and on was from that is by at N with the fell were rose as

339,the <eos> to a <unk> and its in for with by their that on from of as N it an

340,<unk> company u.s. new first market world board the stock same most N of federal bank nation sale soviet end

341,<eos> N 's and <unk> to a the in for said on with but is from that corp. & at

342,be <unk> the a sell make have N buy pay to take get $ its <eos> help continue their it

343,N $ <unk> the of a to and <eos> shares for in from more common its about new at an

344,be have n't the to make <unk> take a not get continue sell do give pay help remain buy come

345,<unk> <eos> of the to in for a that and year on it is as from with more by or

346,the <unk> a N its new $ <eos> an of this their other his american u.s. in mr. and business

347,be have n't to <unk> the make <eos> a not do continue get pay it sell take in give buy

348,<eos> N to and 's the in at a after earlier with from when by on last for according of

349,<eos> of to for in and that the a 's by <unk> is from on will with said at as

350,<eos> to in that for the by of and a on with from <unk> but as at mr. it this

351,<unk> new year N $ company record first major lot number share result time second price third few spokesman additional

352,u.s. <unk> first company new past N world third market same end latest next stock quarter federal two year second

353,<eos> to in and the of for a N with year from earlier 's on that after this but by

354,<eos> and to in of <unk> for with by a the as 's at are that on said companies '

355,<eos> 's and <unk> of companies in to is company are market said markets will has stock business group by

356,the a N <unk> september august its an this new addition his july <eos> two mr. u.s. last $ april

357,<unk> the of a is <eos> in was as mr. 's N new it year he to and an has

358,and <unk> <eos> co. of inc. 's in corp. is said a which the for concern to group maker &

359,the <eos> a N <unk> in to by year and this its last week years new next an mr. with

360,<eos> in and 's is of to for that on was will with said <unk> as the has at a

361,the a N <unk> its an this his it <eos> mr. new $ some september in august their to last

362,of N in <eos> to for $ a the and from <unk> at on is with was that will as

363,<unk> a n't the expected N $ to it is an one not that its much of being in also

364,<eos> and <unk> in of to for the a as by with on that operations from products is business at

365,the a <unk> <eos> N its an in to it mr. of by and this as $ that his is

366,to the <eos> a for in that by with and <unk> on from have it up their its of as

367,<unk> new year lot N company major few $ number u.s. the good of first big former result a very

368,<unk> u.s. company new first of the world market same soviet most board state federal government a business N own

369,<eos> to and in for that the <unk> on a of from by as with are have or it at

370,of <eos> in to <unk> for that is and the a on as with he by it was will but

371,<unk> <eos> of the u.s. a and in to new first company 's N is next business as stock two

372,<unk> the <eos> and a mr. in 's he it but is said to N for of that says we

373,<unk> the a new 's N is company u.s. of first $ year has largest very board group was most

374,<unk> of <eos> in to the and than a as by for are on with at N that from is

375,<eos> of in the to and for by a with <unk> as on from at that than is are he

376,<unk> new N year lot $ former major company the number few u.s. of spokesman analyst first group result big

377,the <eos> to a in for of <unk> it with on that mr. he and as from is at up

378,<eos> and in of <unk> to the as for with a by on at from that or are but is

379,<eos> <unk> in to and of the is for a that 's it on with was he as mr. but

380,the <eos> <unk> in and but a mr. to for it of he on that with by N from as

381,of <eos> in <unk> as the are to and that a by with companies other for on than people were

382,n't be have not do to want <unk> can 're make get are the know 've it need they would

383,<unk> u.s. company new first world soviet same the state market government of federal most house past end next country

384,<unk> the new a u.s. N <eos> first and state company largest american 's president most of bush former an

385,the a N <unk> <eos> this an its his september august mr. new last which addition july in two 's

386,the <unk> a N its $ <eos> an other and in to their about more of as new it all

387,<unk> u.s. company new first state soviet world same the house federal N government market past of bank most two

388,of to <eos> N in <unk> the a for and from on that at with $ or up by more

389,to <eos> the in for that <unk> a of on by with and it as he mr. from out but

390,of <eos> <unk> in to and is the for that on as with from are was a than he will

391,the <unk> a <eos> mr. their his in an this that N to of it and its new all u.s.

392,<eos> and 's to the in <unk> with of that is for mr. officials has on are said a as

393,<unk> <eos> 's says and gorbachev said is who in was to mr. bush of a has the he for

394,<unk> the a <eos> years N of his other and mr. as an in new to with u.s. this their

395,<unk> 's <eos> said is says and has was a the in who had of will also mr. an to

396,n't been <unk> have the not a are to they it do that <eos> be he is no want made

397,<unk> the a <eos> other mr. in their an to and its as it that his they some by N

398,<eos> of the to in a <unk> and for he with on is mr. that it was as N from

399,been the a <unk> n't it that an to mr. made he its no is <eos> in they has would

400,the <unk> a its his N their an this mr. new other <eos> u.s. that all american those it in

401,the <eos> <unk> N a and in to mr. for by but of with on it its that from their

402,<eos> <unk> and who of 's in at says to said for with is that the was a on has

403,<eos> <unk> of in to and a for on with the says but at that as mr. out N it

404,<eos> <unk> to in of and a as for with that the on out is by says at into but

405,<eos> of <unk> the and in to years a than as are with other people who from that on for

406,to <eos> by in the a for with and of out <unk> as up on at that into from it

407,<eos> and to in 's by for with <unk> the at a officials that N from on of aid express

408,'m 've do think n't can is was 's 're have had will 'll did would want said <unk> it

409,the <unk> be a N make sell to have its $ buy get pay their his take an all help

410,of loss income in for <eos> to from $ profit gain <unk> and N on was rate a increase bid

411,n't a the <unk> expected not likely been being going it an very no that is much one to also

412,the a <unk> its <eos> N $ an in to of it and other by as this that mr. from

413,income of profit rose in for $ to <eos> fell from N earnings sales loss at was net and a

414,million billion a <eos> N to in from and on for of an the up or down $ each cents

415,the in <eos> <unk> N of to for a and but that it by mr. on he with million from

416,<unk> <eos> and of the in N company new to market which a for stock first business u.s. is on

417,the N a <unk> $ <eos> its be an to his it sell mr. this in all make buy and

418,of for to <eos> <unk> in and that group on N company with market at 's a is plan by

419,years the <unk> a of months other N u.s. new by weeks major its in <eos> to $ companies an

420,the a <unk> N its an new his this $ september u.s. <eos> august mr. addition american london two which

421,<eos> 's and said a to in of <unk> the for is which corp. that has by will with inc.

422,co. <unk> co inc. and & <eos> said a chief 's corp. poor the inc chairman is jenrette in which

423,<unk> new year N $ company major lot share number the computer u.s. big group few first result a spokesman

