id,word
63,the <unk> it in to mr. a <eos> but said and N net by of he that its 's for
64,the than in of <eos> <unk> a as for about that from and with more on to it investors N
65,<eos> at N in prices to and on trading stocks of the from bonds by are for a rates with
66,the <eos> in and to for N a but by with <unk> as at their it that on from into
67,<eos> in and <unk> of by are to as with at for the on were from that a says than
68,be year the to <unk> not a fall have get continue N it buy week n't pay sell $ close
69,of in <eos> is and as for with the to on <unk> that was than by 's will a at
70,of <eos> as the <unk> a in are is and to other with than time will 's analysts for were
71,<eos> the that of is in a <unk> 's to it he and mr. as they for was with on
72,but he 's mr. the <eos> we that it in and if for said i they at however on is
73,of <eos> <unk> and 's N market in to period is the for but that was business on with as
74,years million a <unk> months weeks of the <eos> cents other in hours to by N u.s. up billion days
75,<unk> chief the president a chairman of N former his named and who director an was old mr. 's is
76,<unk> the a <eos> to N and an other in its as of that his mr. it has new is
77,of N <unk> <eos> and to the $ in a for with from by on new its as u.s. or
78,of <eos> months in <unk> from to on for or and a than the by with years ago that as
79,of in <eos> <unk> and for from N or to charge a 's by $ shares will is stake gain
80,<eos> and to of in <unk> for as at by a on with from or inc. corp. the than shares
81,<unk> the a said and 's co. <eos> an unit president N of group chairman its in which $ chief
82,<unk> new $ a N company the million of billion group first u.s. additional sale special computer federal major stock
83,said of <eos> and who at in president for chairman chief vice officer <unk> & with executive says inc. 's
84,<unk> the a chief to an in been <eos> other and by mr. its as said N has n't that
85,<unk> the a <eos> other to in and have its their as of by sell an mr. do for N
86,the <unk> N a its $ new an other to u.s. of his this by it <eos> american in two
87,<eos> to of a by and in as <unk> for at with 's the that on said is president N
88,the a <unk> N august september new its u.s. london addition an $ boston recent july two american most japan
89,a <eos> said the <unk> says in to was is and 's an of that has on it for N
90,<unk> lee gorbachev r. grenfell johnson s. baker roberts peters a. and noriega calif. cohen allen lufkin calif <eos> 's
91,<eos> in and for to of but the a 's is <unk> by at on said that with as up
92,<unk> of <eos> 's N is a the group and was in spokesman company board first new year has for
93,the a <unk> N an <eos> new mr. his its which and this in their san one is american all
94,group of <unk> company institute system <eos> and association firm maker industry 's is spokesman director co. concern division executive
95,of <eos> to and in is the for <unk> that will with would by on has a was from he
96,a the <unk> $ an been N its n't to it in that being expected <eos> by no more one
97,<eos> and york 's express for inc. of corp. in to at with which officer city & by products who
98,of to in the <unk> a by <eos> for that is on and as N said will at with from
99,N $ the of a <eos> <unk> to and from at this for in its with his about last an
100,of <eos> the a to in for from up as on than more with out it at by that year
101,u.s. company first new <unk> same third federal N second world market end latest past sale stock $ state two
102,of <eos> <unk> and in the is said for company that a 's has will group to at was which
103,the a <unk> its an it <eos> N mr. to that in by this $ his he and one some
104,<unk> of company the u.s. new is a most first president state board two house soviet way was federal market
105,of in to <eos> for and that by as the <unk> from on is a with are or but will
106,to <eos> as by for in and with <unk> a that on the says but at of he much out
107,<eos> of earlier for 's and in N from after quarter $ was to ended or year the last at
108,N <eos> and <unk> million 's to in of from billion the with on cents a years or shares for
109,the N a september $ august its <unk> july addition new an this june april his early five japan recent
110,york N <eos> stock and of shares year 's bonds to $ common in debt trading <unk> first with board
111,<eos> N a and in to with by for the <unk> into as from up at more through off or
112,the least a $ N <eos> its <unk> about an par 's all this composite which new year his their
113,the to a <eos> for that about in and <unk> its N from on with it of $ mr. by
114,be have to n't want get make disclosed do believe sell expect need see take know not continue give think
115,the <unk> a its N an other their <eos> in mr. $ his new this some all it to those
116,<eos> for and a to in the corp. 's inc. said that from with & but it <unk> which by
117,than of N the $ <unk> to <eos> in a as from about by at year with for more its
118,N <unk> <eos> million the to and a in cents of by billion for on from 's points at an
119,<unk> N u.s. company new first end third most year the two latest past soviet year-ago same soviets state $
120,<eos> are of in were companies <unk> as and other to analysts states weeks investors ' the have by banks
121,of and <eos> <unk> for is in the will said to a that are 's would have has as were
122,to the a <eos> with in from for of on their <unk> up by any out that its an his
123,<unk> of <eos> N in and to is market the for company group a was on 's from which new
124,N <unk> the <eos> and to in a 's but it at cents million of mr. from one for on
125,<unk> 's <eos> and says who in said stanley lee is p. m. of at a. has will & l.
126,<eos> of in and to for from <unk> a on or at the with N is was as will were
127,of <eos> income to $ in for and was from will is on a as with N would has profit
128,<eos> it the that to he in mr. a of for and with at on they its <unk> said this
129,and <eos> of 's in to is for said are was <unk> will the at has that by from would
130,N <unk> <eos> the and in to a of 's at million by securities for said that on from inc.
131,the a <eos> to in <unk> N by its up for and from with their on that more an of
132,than the of a as $ N to in <eos> more <unk> much by at shares on about from less
133,to in by <eos> the and at than for N a of with on as that from up but more
134,of <eos> in income from for and to at on by the rose profit with a were sales $ was
135,chairman president chief <unk> jr. said vice N director who d. 's of & was has a named senior the
136,be sell <unk> the make a buy pay get take N have reach $ yield move n't reduce find give
137,and <eos> for of in to group <unk> association trust company securities corp. bank is firm management said debt corp
138,<eos> and in <unk> of a to the for by as from on at with that are said up have
139,germany <eos> 's and german europe <unk> stock N the markets airlines to new companies in africa california or u.s.
140,have n't to be do want not think 're need expect know it <eos> that say are can disclosed get
141,<unk> the is a of 's to <eos> that in was for N as and will with estate said an
142,the <eos> a in and to of up as with it from N they he for by on its that
143,<unk> other companies the years a and <eos> of as products people u.s. to in N new states their countries
144,the <unk> in <eos> and of as other a to are that is mr. its on for with from companies
145,N 's <eos> trading and at corp. least <unk> york prices to with a the exchange & after jones up
146,<unk> the N a <eos> to and of $ in its company that for 's said new which it is
147,the <unk> N a $ its <eos> to an in their this his and about mr. other of that all
148,<eos> to of in for and on but <unk> as that the is by with from company at it was
149,of the than <unk> N a $ to in as its more about by on other for investors <eos> at
150,<eos> to the a and in that <unk> for said have by on are as at were say with it
151,<unk> N $ new year the company of u.s. a additional major time first few number <eos> share lot more
152,the <unk> a N its said an year it <eos> mr. $ 's this in to is was some about
153,<unk> the a other to as in <eos> its mr. well and by investors that it some have many their
154,<eos> the in and <unk> a by of for but million from to on said as or mr. it N
155,N $ shares the a <unk> common its cents new about # from to more of one least 's <eos>
156,<eos> to for with about that in and the a said says at <unk> 's it as on is he
157,the <eos> to and <unk> in that N for a mr. with it from on but its about 's at
158,a <eos> to the for in <unk> and as that with by at an more from on about of its
159,<eos> to the that a in it they we as much if mr. <unk> he for i of with and
160,the <unk> a N other his its their those an this all our mr. some these one any what two
161,<eos> in than to for of and on the that as with at from by rates a but <unk> because
162,<unk> new company the lot group analyst a computer big major market of first unit price $ record good N
163,<unk> lot bit share year new recession few major own good very N estate result record additional number letter big
164,the $ its a N <unk> an about sales those this it new earnings dollars revenue japan all other third-quarter
165,to for <eos> N in by the of and at <unk> from will $ that a is was said 's
166,be have the N <eos> to is <unk> a will was would 's n't it continue has also had in
167,the a <unk> its N to his an by this $ in <eos> their mr. him new of u.s. that
168,'s <unk> company firm group <eos> calif. unit said angeles area maker bank department and has committee stock will office
169,of is <unk> to will 's was N in that the has company would <eos> and are had for group
170,<unk> year N <eos> new the a $ of to in for time week share more month and quarter u.s.
171,<unk> and of <eos> the business in new for companies u.s. own company operations costs debt businesses a is to
172,the <unk> a n't been it is they are have be was mr. will that not said had would also
173,the a <unk> <eos> its to it in $ that an for mr. about N this with and their from
174,<unk> to a the that <eos> as in out more much for of it up on by with not and
175,<unk> to much a <eos> the that as of in with not for it by more on going n't out
176,<unk> of than the a <eos> to as in is and that are N more $ with about on by
177,<unk> lot new company number u.s. major year computer few state result market recession spokesman move group way proposal additional
178,the <eos> that in to a <unk> on by of for as their from mr. with it and but he
179,N the a <unk> $ least an its <eos> new which last this and 's his all about par in
180,<eos> to $ N for <unk> the in and a 's that from of with about on at or said
181,<eos> to and by in with <unk> the for of N at as operations inc. products companies from on but
182,the a <eos> N <unk> to in its and $ this new an of which 's last from on august
183,been the a n't <unk> it its expected that an to has will would made he no is said had
184,the to <eos> a in N up from <unk> its for out by their of as on more and about
185,of <unk> N <eos> quarter in to and for months earlier with time $ year period a was series half
186,the <unk> a be N their its to all make $ get buy his sell it some any pay mr.
187,to have the that n't it be do they <eos> not a <unk> he are want in for say mr.
188,<unk> <eos> N of in and to for the a with that on by market but stake business or from
189,<unk> u.s. N new the company market york first a stock business of financial board securities markets american world exchange
190,<eos> that to the in is and he mr. for of are with 's will would on they a <unk>
191,N the $ a <eos> <unk> 's to about its it at an stock said in least year one and
192,<eos> of to in is for and that was will <unk> on with the a by would 's has from
193,be to have n't continue <eos> of make in the help give take sell get pay allow a for from
194,<unk> new company $ N major spokesman u.s. lot year computer number big unit result first sale federal letter record
195,<unk> the new a company u.s. year first <eos> largest of board is group stock 's to N in and
196,to <eos> in of that and is for 's will with by the on from would as has are was
197,<eos> and to in are by for with have the of that 's <unk> said on a were who as
198,<eos> and for of in with on the to by a that at from but he is after which will
199,the it a he <eos> mr. of that they been in <unk> is there was we to an by as
200,N the $ a <unk> its an least 's exchange said about par is has at which company was his
201,the <unk> a N its $ an new this his of other u.s. it in two their all most mr.
202,be <unk> the n't have a to pay been help <eos> make take sell continue not give remain buy come
203,of and <eos> <unk> 's company union in is N will was to said has companies market a for group
204,york stock company and board new <eos> <unk> of trading business first firm bank group investment city to products jersey
205,<unk> company the of unit group new offering stock profit board a companies net earnings financial bank u.s. securities government
206,<unk> <eos> and 's companies operations business markets express a stock to the in of dollars air products union airlines
207,<unk> company u.s. new first same world the stock a market board group end bank of federal most nation sale
208,<unk> the a <eos> to and in its by N as new for business their own of such products u.s.
209,<unk> to of the <eos> N and york in is a has will company for 's was $ which by
210,<eos> in and of from to for a or on with <unk> the that at last by up but 's
211,<unk> the N a $ year it <eos> an new was one that of to is expected its in more
212,to be have <unk> make get <eos> a pay for do are n't in buy say by sell use the
213,a <eos> <unk> the $ in and N of to for by as from its an that with on than
214,the a <unk> be sell its make $ N buy to pay take get n't it their an his <eos>
215,says said a is <eos> <unk> the was in has with 's as he that of to will by adds
216,<eos> to and in the <unk> for as of with on than that by a their but such have from
217,the a <unk> its N september an new august this july their u.s. his which $ nov. london last december
218,<unk> and <eos> the of in to a N its for it products business that with as 's which operations
219,the $ a its <unk> N new an about other their u.s. this more august increase those lower all debt
220,<eos> and N <unk> to of in 's a the inc. corp. from for by & with million shares said
221,N <eos> million and to <unk> in of from the billion for by a shares but on with or products
222,N $ <unk> <eos> a shares and the to in million year billion of half from for with francs 's
223,<unk> n't been a said the had of <eos> expected was $ will is are also 's would has acquired
224,of and <eos> <unk> in for to by a is the from which on at will as corp. said N
225,of in N <eos> for <unk> $ the a and from tons francs to or on sales with was loss
226,<eos> in of and for to <unk> on that with is the estate from at as a but by market
227,N $ yield the be a <eos> buy to <unk> sell make its an close comment from have pay par
228,N $ of year for the <unk> loss half to about from a shares price more in three gain and
229,to <eos> and in by for <unk> a inc. as the corp. of with co. 's at which from on
230,<unk> the to a its of in by that <eos> for from and $ N it will an have about
231,been <unk> the a n't sold an it made agreed its had said also by will expected has have chief
232,to a the be <eos> up get have any sell their out its back by for off into it make
233,<eos> and the a in to for from its markets with <unk> that on about by of at which this
234,<unk> u.s. own the new company market first a world of <eos> same money most next to best business time
235,<unk> be have to n't a the <eos> do are not of is will would in as was it can
236,<unk> u.s. company N new the first $ same world a most federal two soviet year past next american sale
237,<unk> new the lot few u.s. company state number result good a major year time first way $ move of
238,<eos> and in the <unk> of mr. but is he which for as a that on it with to last
239,<eos> a <unk> the 's said is and of who in has was will that to an president says had
240,of <unk> and N to <eos> in for by first sales the $ u.s. last from company new on which
241,be sell the make buy pay get take <unk> a continue raise reach have keep to its give improve use
242,the a <unk> N n't to $ expected <eos> in that its it an one net about well profit much
243,the in <eos> but and N to <unk> for it if we by he mr. prices is are of they
244,of <eos> in for from and on fell to at rose was with profit is were rates or rate prices
245,been n't <unk> are have the expected were not to also they made it had say still of be no
246,<eos> in to of and than as for by on with the from at but that because years a <unk>
247,<eos> and 's <unk> in to a the of with for that at as on or by from is said
248,the a <unk> its this <eos> N an their in other it those of they mr. and all that is
249,of officer said <unk> executive is vice president 's also has and director was in <eos> to for will chairman
250,of <eos> to in and as the with is <unk> that for on a it was he will board mr.
251,'s is said of will has was <eos> and would <unk> company had also to in reported which board for
252,the a <unk> an N its his $ all to by this their example some of new mr. in more
253,<unk> a the of and <eos> in is as are to that will has said was N other an have
254,'s company of group and <unk> bank industry plan department market <eos> said government buy-out securities N economy unit venture
255,said <eos> corp. 's and inc. reported which co. in has is corp a was of will & for <unk>
256,share year <unk> of N new for to estate $ <eos> lot price series in spokesman group loss bid number
257,the a than N <unk> of as in $ <eos> more about its to year it with for at an
258,N <eos> the in and to by <unk> at of a as for from but million 's on it cents
259,the <unk> N $ a its new american this other u.s. an japan of two in his mr. <eos> which
260,of the <unk> <eos> and in to as a by for N on at products its companies from with business
261,<eos> in of to the and from for a by on but <unk> as that or last after with N
262,<eos> and of in <unk> a for the to or from as products at on N that with into prices
263,u.s. <unk> new company own first world N next same the stock york market year big most country past business
264,<eos> to that the and in for a by said <unk> as it on mr. he with of will is
265,N <eos> $ a in from for of on up earlier and to down or at year with more after
266,be continue have the n't to sell a pay buy get make take help <eos> increase remain come cut go
267,'s <eos> <unk> & and said says is inc. in stanley to group for has of sachs with brothers was
268,been <unk> n't the to a much expected be not likely going have used of more able as being in
269,able n't been <unk> a used much sold well the they be expected made not very taken paid going far
270,of <eos> for and in to from is the will <unk> or on would that $ income by was as
271,N $ of <eos> <unk> a the to for in from and year at on half yield with about five
272,<eos> in and of to the from for with is <unk> on by that rates will but as a bonds
273,to of <unk> the a in <eos> N is that for with as on year and it time by company
274,the a <unk> its sell N to make their be have $ an any it buy get all <eos> take
275,be sell the a make to buy comment its pay acquire take <unk> get N seek have $ continue provide
276,of <eos> for to in and from on N was <unk> is that 's will with by at would market
277,of than <eos> in as to with is a the by for that was at <unk> and on are from
278,<eos> that of the is in mr. and a he said was on will for but <unk> this it would
279,the <unk> a N $ an its new mr. of least his all other about <eos> this in most company
280,'s said of was is <eos> has and had will which also <unk> in would group a to that company
281,the be <unk> a make $ have N sell take get not its to pay help buy an it n't
282,<eos> of <unk> and the in market stock debt to year N sales trading for business earnings share from a
283,<unk> year the N new a $ share u.s. major company time additional to of sale week month quarter stock
284,<unk> the be N a to $ <eos> buy yield in have pay its year make their get for an
285,the N <unk> its a $ this their new mr. an his it other all u.s. those about some one
286,year week month <eos> <unk> N of the to a for it in time share few $ is that more
287,the a <unk> N <eos> its to $ it an in of and mr. his one he have this all
288,<unk> <eos> and N the in to a for of by it million at from on 's with but as
289,the <unk> a N <eos> an this mr. in new its and of is his which old most american addition
290,<unk> u.s. company N new first market the third same stock dollar world end second next sale most big federal
291,of <unk> <eos> in and a the by as to business companies company with for market new at on u.s.
292,<eos> said 's and corp. inc. co. is in he a which corp exchange has the & group of had
293,<unk> new year N $ the a big major company additional week market stock u.s. dollar september recent strong price
294,<unk> the a N chief its new owns japan $ which has agreed inc. an american exchange been san is
295,the <unk> it <eos> mr. a that he in they we of its is said and for will to one
296,<eos> and in for of to the with operations a by from as at such <unk> on prices is that
297,<unk> and co. <eos> of 's inc. in a is company which corp. the has unit business will operations companies
298,the a <unk> N $ its new other of an u.s. their two company his <eos> most about this in
299,the a it is <unk> <eos> they n't he in was would will that to has of year 's as
300,by the in to a its <eos> for and N from that on with of <unk> as $ at more
301,N the <eos> to <unk> a year its in and this from new week $ when with for at it
302,<eos> the a and to in by N mr. <unk> with for he at have but of an said it
303,<eos> and to the <unk> a for in said with by at that have of who are on 's from
304,<unk> u.s. company new N the first soviet world market government federal state same sale two third end most past
305,<eos> of and said in ' for that will are to by the had <unk> have who is a with
306,<eos> to in by with for the a on and up but from of at as or into that it
307,<unk> own <eos> and says of in to bush out for with on a up the job as was said
308,<eos> the <unk> in to a and N by for of with it 's as at that on but mr.
309,'s <eos> and to in is of has will for said that with kong which <unk> from or by are
310,the <unk> be a to <eos> pay make have sell get buy in it its their do that reduce mr.
311,been n't the <unk> have they are a made he that it used not as had able to expected no
312,<eos> <unk> and in the of to a N for from on with 's by that as or but mr.
313,the <unk> mr. a it but in he this that its we <eos> and for N some they an by
314,the a its <unk> N other their $ an his it all some about more mr. in those many this
315,<eos> of <unk> and in the to by for on with that at are as a but from were or
316,the a to its their up by any in on an from $ be for N them <eos> his more
317,<eos> trading year of and the quarter to months years in last a new <unk> next earlier week u.s. ago
318,the <eos> in to a <unk> year that of from for and by on its as N this with it
319,to <eos> the in that for a on and by <unk> it with from N have but mr. as this
320,<eos> of in and to was for is by that on the would will are from were with as he
321,the N a $ <unk> its an september this august new his those all about their addition other american japan
322,year company N $ new third u.s. first sale quarter year-earlier latest stock <unk> federal debt shares nine fiscal year-ago
323,<eos> <unk> and of in to are company for said were is the have ' will group a market business
324,of <eos> and <unk> to in as the for by N with on at than from million a that but
325,<eos> N of in and a the million from <unk> to for with on by or billion as at $
326,<eos> in of to N and the for by <unk> from a on at with $ that as sales its
327,<eos> the <unk> and in but mr. a it he N for of to by that at 's on as
328,$ N the a its <eos> about of from to more it half in an three all at for <unk>
329,$ N <eos> the <unk> of in about a it for than and its to with from that mr. is
330,and <unk> <eos> of is in to 's are will said has for the have was were a that as
331,<unk> u.s. company new first soviet sale same federal N third nine bank end world past state stock nation national
332,in <eos> of for and to from on that by the with is was at a were but will are
333,of <eos> as than in and are to <unk> were with the that for a on have by is from
334,<unk> n't have are been the a not to be of in it they <eos> were used expected as do
335,<eos> in for to and on that is 's the of by said a was with from which will year
336,million billion a to <eos> N up down from cents points on yen in an marks by and for each
337,<unk> new $ N company the a u.s. interview major of analyst group federal boston first financial to statement president
338,of in <eos> to for and by at from on the N as <unk> a with that was is year
339,the <eos> to <unk> and a its in for by their with N of from that on about as at
340,<unk> u.s. company new the N market stock world sale next first major $ end business a state federal most
341,N <eos> the 's a <unk> and in to for said an but mr. it with that on is up
342,be the <unk> a sell $ N buy make pay <eos> to increase get have its take market work raise
343,N $ of the a <unk> <eos> to for from in and on at with shares an by or new
344,be have to the <unk> a n't continue make get take pay help give do remain not N sell it
345,the of <unk> <eos> to a it in for that is year on they as mr. more he and N
346,the a N <unk> its this <eos> $ new an their september american america mr. august japan other in his
347,be n't have to the <unk> a it <eos> in would not do they that make will is mr. continue
348,<eos> N and to in the 's when by at after a from but with or up for on as
349,for <eos> of to and in that by 's is on from at a will with the was said <unk>
350,to <eos> the that in a for of by and on with <unk> its from an said but as is
351,<unk> $ N new company share year time number spokesman lot record special house first unit issue price capital-gains computer
352,<unk> u.s. new first company the N stock federal past quarter two year third bank of years a next boston
353,<eos> of to and for in from year N with earlier on the but a last was that 's or
354,<eos> and to by in of for a with as <unk> the at 's companies on that from who business
355,<eos> of and 's to in <unk> company for market said by will stock is on than board as business
356,the N a <unk> september this august addition its new an his recent year u.s. july last most mr. next
357,<unk> the a of <eos> is it as in he was mr. and not they are that to an more
358,<unk> and <eos> of is 's in co. inc. said corp. a which the will has products group N for
359,the a N <unk> <eos> its years this new august september an trading at by mr. year to $ july
360,<eos> <unk> and of in 's is that the for to market a on as which with will from has
361,the a N its <unk> $ this an september his new august it last their mr. <eos> july march some
362,of in <unk> <eos> for N to and the a is from by 's at with on was that as
363,n't the a $ <unk> N expected its an very one not it being more likely much new part only
364,<unk> <eos> and in the a to for of said is as that on which with 's co. by are
365,the a N <unk> its $ an <eos> it in mr. this to of by as one some he all
366,to <eos> the a for on that in and by from with <unk> have it its their him up any
367,<unk> new year the N lot a u.s. good of few $ company major time first more number very recent
368,<unk> company u.s. new same board first market state world way of bank soviet nation most government major economy end
369,<eos> to and <unk> that in for the as of a on from are with is have by it he
370,of <eos> in to for <unk> on and as is that the a with by but he at it than
371,<unk> of the <eos> a year u.s. to in and new N first is 's next company that as for
372,the <unk> <eos> a mr. in and it said he 's is but we has says for that to an
373,<unk> the a company N new $ of 's is to <eos> group u.s. most very has said n't move
374,of <unk> <eos> in to and the a for as on than by with at are from is that up
375,<eos> in than to by the a of for with and as on from at <unk> but that are into
376,<unk> year new company lot major share number spokesman few N group record bit computer analyst of good former series
377,<eos> to the in for a of on <unk> and with from it he that mr. is says as after
378,<eos> and in <unk> as of to a with by the for from on than at companies such that or
379,<eos> <unk> in is and of to for 's the that a with was on but as it at has
380,<eos> the in <unk> but and for to a mr. by of it with he on that as N at
381,of <unk> as <eos> in are to the and people other a on that were with companies is for analysts
382,n't have be to the not do want can are <unk> a it they 're that would know say 've
383,<unk> u.s. world own soviet company same state first country new nation past house supreme end business law government soviets
384,<unk> the new a <eos> and u.s. state bush N computer president share american former mr. first 's in stock
385,the N a <unk> <eos> this september its august an new july mr. his addition $ last april their two
386,the a <unk> N <eos> its in an $ to of other mr. as and about with their from for
387,<unk> company u.s. new first the soviet world state federal N government same two house most $ market other nation
388,to of <eos> N in for from a on and the up at <unk> out $ with more or that
389,to <eos> in the that by for he it a mr. of they on <unk> with as and but out
390,of <eos> the <unk> in to a and for as that is on he with mr. they it year 's
391,the <unk> a their new N his an all its <eos> this other u.s. them mr. economic some more these
392,<eos> and 's the in to that with on of is said for at a <unk> markets from officials has
393,<unk> <eos> 's to and says is said the in a mr. was he who had i N has gorbachev
394,<unk> the a years his N old <eos> mr. her other new of weeks ago house u.s. time an people
395,'s said says is has <eos> <unk> was had and who a the will also did in are does would
396,n't been not have <unk> the be a do going to are no they make it want that see say
397,the <unk> a <eos> an and in their its N his to as mr. other this that it says is
398,<eos> of the in to and he a for <unk> that is mr. says on with it was 's but
399,been the <unk> a n't that is mr. he has would to <eos> had made it will they in said
400,the <unk> a his mr. this an its their <eos> other that N it new in u.s. those of our
401,<eos> the <unk> N and a to in with mr. from for 's by but their its of it on
402,<eos> <unk> and at who that in & analyst for inc. but said mr. the 's of with davis on
403,<unk> <eos> of in a and the on to 's mr. that is was N he for says with new
404,<eos> <unk> to a in for the and with is says of that on out 's can it as up
405,<eos> of <unk> and to than who are in the with years people from on that as for a other
406,by <eos> in to with of and as at for a out on the <unk> but into than up from
407,<eos> and to in for from by 's N that of at the aid <unk> on with but which officials
408,'m is n't 've 's think do can want it i would we 'll had 're going you was not
409,the be <unk> to make a have get buy <eos> sell pay take N find their provide go give help
410,of loss income profit $ in net for N <eos> gain to from earnings <unk> a on rate and rose
411,n't a <unk> the not <eos> of was in is that as expected it to being an said also he
412,the a <unk> its N <eos> to an $ of other it in this mr. by and as their that
413,income of profit loss $ rose fell for to was N in <unk> at rate gain earnings <eos> from increased
414,million billion a N <eos> $ in for to from of and the on an <unk> or up shares each
415,the a in to of N <unk> for <eos> it that mr. its on by but and million an $
416,of <eos> <unk> and in N stock the to company market which new a business for first board trading u.s.
417,the a N its <eos> it to his $ mr. <unk> an he be this that all in they have
418,of to <eos> for in that and <unk> group on plan company firm with is market agreement system spokesman by
419,years months <unk> the a N of other weeks u.s. to by companies new days its states major economic in
420,the a its this N <unk> an his september august addition their mr. july new those london both other $
421,'s <unk> the <eos> and a said corp. in of is that mr. co. which N inc. he to it
422,<unk> co. co inc. & <eos> and 's said a of inc chief chairman the group institute in is which
423,<unk> year new company u.s. number major N $ quarter first group third loss second series board largest lot market
424,and <eos> of in a to <unk> from 's for as on by are with ' the or said were
425,company u.s. sale <unk> new first third stock latest world market end same second current year-ago federal board $ dollar
426,to <eos> in a for year the that be by it as on have with of and from up he
427,are <unk> <eos> were of n't to have in as and a been than expected will the well analysts also
428,the a <unk> its N an other their about it $ <eos> mr. all more some as they in to
429,<eos> in to for the and a that of with from at as on by were it after N when
430,and <eos> said in are of <unk> ' 's to that for will have by is has were who as
431,the 's <eos> said and <unk> a in it of which to for has company will is that its he
432,<unk> year N new share major number lot loss few wide $ big pound computer group day company first series
433,N <eos> <unk> the and a to in cents million of from at but by for mr. 's with on
434,$ N least a the par about yield an <unk> to its # <eos> new monday his this 's from
435,<eos> and in for to by 's of from at with that sales stock said on or but deficit debt
